"S_No","Average download speed (Mbit/s)","Postcode","Short Postcode","Town/City","District","County"
1600,98.6,"GU16 6EH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1601,98.6,"GU16 6EH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1602,98.6,"GU16 6EH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1603,85.3,"GU16 6ES","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1604,75.9,"GU16 6ET","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1605,60.6,"GU16 6LD","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1606,60.6,"GU16 6LD","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1607,60.6,"GU16 6LD","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1608,60.6,"GU16 6LD","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1609,16.4,"GU16 6PA","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1610,16.4,"GU16 6PA","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1611,16.4,"GU16 6PA","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1612,16.4,"GU16 6PA","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1613,16.4,"GU16 6PA","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1614,74,"GU16 6QP","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1615,41.3,"GU16 6QT","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1616,65.2,"GU16 6SH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1617,45.3,"GU16 6SJ","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1618,45.3,"GU16 6SJ","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1619,33.3,"GU16 6SL","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1620,33.3,"GU16 6SL","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1621,33.3,"GU16 6SL","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1622,33.3,"GU16 6SL","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1623,33.3,"GU16 6SL","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1624,27,"GU16 6YZ","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1625,27,"GU16 6YZ","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1626,27,"GU16 6YZ","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1627,31.6,"GU16 7AB","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1628,99.3,"GU16 7AH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1629,78.1,"GU16 7AR","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1630,78.1,"GU16 7AR","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1631,66.2,"GU16 7AW","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1632,72.7,"GU16 7DX","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1633,72.7,"GU16 7DX","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1634,47.7,"GU16 7ER","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1635,66.7,"GU16 7JE","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1636,59.2,"GU16 7JN","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1637,59.2,"GU16 7JN","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1638,59.2,"GU16 7JN","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1639,59.2,"GU16 7JN","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1640,59.2,"GU16 7JN","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1641,81.7,"GU16 7JW","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1642,103.6,"GU16 8HY","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1643,103.6,"GU16 8HY","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1644,103.6,"GU16 8HY","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1645,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1646,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1647,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1648,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1649,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1650,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1651,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1652,19.3,"GU16 8UH","GU16 ","CAMBERLEY","SURREY HEATH","SURREY"
1653,67.3,"GU21 2BA","GU21 ","WOKING","WOKING","SURREY"
1654,67.3,"GU21 2BA","GU21 ","WOKING","WOKING","SURREY"
1655,67.3,"GU21 2BA","GU21 ","WOKING","WOKING","SURREY"
1656,67.3,"GU21 2BA","GU21 ","WOKING","WOKING","SURREY"
1657,67.3,"GU21 2BA","GU21 ","WOKING","WOKING","SURREY"
1658,33.5,"GU21 2DA","GU21 ","WOKING","WOKING","SURREY"
1659,33.5,"GU21 2DA","GU21 ","WOKING","WOKING","SURREY"
1660,80.5,"GU21 2DB","GU21 ","WOKING","WOKING","SURREY"
1661,92,"GU21 2ER","GU21 ","WOKING","WOKING","SURREY"
1662,11,"GU21 2EX","GU21 ","WOKING","WOKING","SURREY"
1663,70.9,"GU21 2EY","GU21 ","WOKING","WOKING","SURREY"
1664,70.9,"GU21 2EY","GU21 ","WOKING","WOKING","SURREY"
1665,39.7,"GU21 2FL","GU21 ","WOKING","WOKING","SURREY"
1666,39.7,"GU21 2FL","GU21 ","WOKING","WOKING","SURREY"
1667,39.7,"GU21 2FL","GU21 ","WOKING","WOKING","SURREY"
1668,39.7,"GU21 2FL","GU21 ","WOKING","WOKING","SURREY"
1669,34.3,"GU21 2FT","GU21 ","WOKING","WOKING","SURREY"
1670,33.8,"GU21 2FW","GU21 ","WOKING","WOKING","SURREY"
1671,33.8,"GU21 2FW","GU21 ","WOKING","WOKING","SURREY"
1672,27.7,"GU21 2FY","GU21 ","WOKING","WOKING","SURREY"
1673,27.7,"GU21 2FY","GU21 ","WOKING","WOKING","SURREY"
1674,24.3,"GU21 2HF","GU21 ","WOKING","WOKING","SURREY"
1675,24.3,"GU21 2HF","GU21 ","WOKING","WOKING","SURREY"
1676,89,"GU21 2HW","GU21 ","WOKING","WOKING","SURREY"
1677,89,"GU21 2HW","GU21 ","WOKING","WOKING","SURREY"
1678,86.5,"GU21 2JF","GU21 ","WOKING","WOKING","SURREY"
1679,23.2,"GU21 2PG","GU21 ","WOKING","WOKING","SURREY"
1680,23.2,"GU21 2PG","GU21 ","WOKING","WOKING","SURREY"
1681,23.2,"GU21 2PG","GU21 ","WOKING","WOKING","SURREY"
1682,23.2,"GU21 2PG","GU21 ","WOKING","WOKING","SURREY"
1683,23.2,"GU21 2PG","GU21 ","WOKING","WOKING","SURREY"
1684,51.9,"GU21 2PN","GU21 ","WOKING","WOKING","SURREY"
1685,51.9,"GU21 2PN","GU21 ","WOKING","WOKING","SURREY"
1686,51.9,"GU21 2PN","GU21 ","WOKING","WOKING","SURREY"
1687,51.9,"GU21 2PN","GU21 ","WOKING","WOKING","SURREY"
1688,66.3,"GU21 2PX","GU21 ","WOKING","WOKING","SURREY"
1689,21.9,"GU21 2SH","GU21 ","WOKING","SURREY HEATH","SURREY"
1690,104,"GU21 2SL","GU21 ","WOKING","WOKING","SURREY"
1691,73,"GU21 2TN","GU21 ","WOKING","WOKING","SURREY"
1692,73,"GU21 2TN","GU21 ","WOKING","WOKING","SURREY"
1693,73,"GU21 2TN","GU21 ","WOKING","WOKING","SURREY"
1694,34,"GU21 2TU","GU21 ","WOKING","WOKING","SURREY"
1695,34,"GU21 2TU","GU21 ","WOKING","WOKING","SURREY"
1696,34,"GU21 2TU","GU21 ","WOKING","WOKING","SURREY"
1697,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1698,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1699,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1700,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1701,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1702,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1703,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1704,131.1,"GU21 2TW","GU21 ","WOKING","WOKING","SURREY"
1705,47.2,"GU21 2UA","GU21 ","WOKING","WOKING","SURREY"
1706,47.2,"GU21 2UA","GU21 ","WOKING","WOKING","SURREY"
1707,47.2,"GU21 2UA","GU21 ","WOKING","WOKING","SURREY"
1708,47.2,"GU21 2UA","GU21 ","WOKING","WOKING","SURREY"
1709,47.2,"GU21 2UA","GU21 ","WOKING","WOKING","SURREY"
1710,47.2,"GU21 2UA","GU21 ","WOKING","WOKING","SURREY"
1711,47.2,"GU21 2UA","GU21 ","WOKING","WOKING","SURREY"
1712,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1713,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1714,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1715,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1716,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1717,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1718,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1719,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1720,31.7,"GU21 2UB","GU21 ","WOKING","WOKING","SURREY"
1721,39.2,"GU21 2UD","GU21 ","WOKING","WOKING","SURREY"
1722,39.2,"GU21 2UD","GU21 ","WOKING","WOKING","SURREY"
1723,39.2,"GU21 2UD","GU21 ","WOKING","WOKING","SURREY"
1724,39.2,"GU21 2UD","GU21 ","WOKING","WOKING","SURREY"
1725,39.2,"GU21 2UD","GU21 ","WOKING","WOKING","SURREY"
1726,39.2,"GU21 2UD","GU21 ","WOKING","WOKING","SURREY"
1727,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1728,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1729,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1730,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1731,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1732,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1733,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1734,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1735,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1736,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1737,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1738,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1739,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1740,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1741,37.9,"GU21 2UE","GU21 ","WOKING","WOKING","SURREY"
1742,31.4,"GU21 2UF","GU21 ","WOKING","WOKING","SURREY"
1743,31.4,"GU21 2UF","GU21 ","WOKING","WOKING","SURREY"
1744,31.4,"GU21 2UF","GU21 ","WOKING","WOKING","SURREY"
1745,31.4,"GU21 2UF","GU21 ","WOKING","WOKING","SURREY"
1746,31.4,"GU21 2UF","GU21 ","WOKING","WOKING","SURREY"
1747,68,"GU21 3HU","GU21 ","WOKING","WOKING","SURREY"
1748,53,"GU21 4SU","GU21 ","WOKING","WOKING","SURREY"
1749,54.3,"GU21 4SY","GU21 ","WOKING","WOKING","SURREY"
1750,47.8,"GU21 4SZ","GU21 ","WOKING","WOKING","SURREY"
1751,47.8,"GU21 4SZ","GU21 ","WOKING","WOKING","SURREY"
1752,47.8,"GU21 4SZ","GU21 ","WOKING","WOKING","SURREY"
1753,53.8,"GU21 4UB","GU21 ","WOKING","WOKING","SURREY"
1754,53.8,"GU21 4UB","GU21 ","WOKING","WOKING","SURREY"
1755,77.1,"GU21 4UD","GU21 ","WOKING","WOKING","SURREY"
1756,22.7,"GU21 7FA","GU21 ","WOKING","WOKING","SURREY"
1757,22.7,"GU21 7FA","GU21 ","WOKING","WOKING","SURREY"
1758,45.6,"GU21 8EG","GU21 ","WOKING","WOKING","SURREY"
1759,45.6,"GU21 8EG","GU21 ","WOKING","WOKING","SURREY"
1760,45.6,"GU21 8EG","GU21 ","WOKING","WOKING","SURREY"
1761,45.6,"GU21 8EG","GU21 ","WOKING","WOKING","SURREY"
1762,45.6,"GU21 8EG","GU21 ","WOKING","WOKING","SURREY"
1763,45.6,"GU21 8EG","GU21 ","WOKING","WOKING","SURREY"
1764,35.4,"GU22 0QY","GU22 ","WOKING","WOKING","SURREY"
1765,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1766,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1767,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1768,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1769,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1770,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1771,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1772,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1773,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1774,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1775,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1776,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1777,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1778,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1779,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1780,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1781,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1782,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1783,33.5,"GU22 8BW","GU22 ","WOKING","WOKING","SURREY"
1784,2.6,"GU22 8XJ","GU22 ","WOKING","WOKING","SURREY"
1785,34.9,"GU22 9BZ","GU22 ","WOKING","WOKING","SURREY"
1786,34.9,"GU22 9BZ","GU22 ","WOKING","WOKING","SURREY"
1787,34.9,"GU22 9BZ","GU22 ","WOKING","WOKING","SURREY"
1788,27.7,"GU22 9DA","GU22 ","WOKING","WOKING","SURREY"
1789,27.7,"GU22 9DA","GU22 ","WOKING","WOKING","SURREY"
1790,27.7,"GU22 9DA","GU22 ","WOKING","WOKING","SURREY"
1791,40.2,"GU22 9DR","GU22 ","WOKING","WOKING","SURREY"
1792,40.2,"GU22 9DR","GU22 ","WOKING","WOKING","SURREY"
1793,27.1,"GU22 9DS","GU22 ","WOKING","WOKING","SURREY"
1794,27.1,"GU22 9DS","GU22 ","WOKING","WOKING","SURREY"
1795,27.1,"GU22 9DS","GU22 ","WOKING","WOKING","SURREY"
1796,27.1,"GU22 9DS","GU22 ","WOKING","WOKING","SURREY"
1797,27.1,"GU22 9DS","GU22 ","WOKING","WOKING","SURREY"
1798,27.1,"GU22 9DS","GU22 ","WOKING","WOKING","SURREY"
1799,27.2,"GU22 9DT","GU22 ","WOKING","WOKING","SURREY"
1800,27.2,"GU22 9DT","GU22 ","WOKING","WOKING","SURREY"
1801,27.2,"GU22 9DT","GU22 ","WOKING","WOKING","SURREY"
1802,27.2,"GU22 9DT","GU22 ","WOKING","WOKING","SURREY"
1803,73.1,"GU22 9ER","GU22 ","WOKING","WOKING","SURREY"
1804,73.1,"GU22 9ER","GU22 ","WOKING","WOKING","SURREY"
1805,59.5,"GU22 9JF","GU22 ","WOKING","WOKING","SURREY"
1806,61,"GU22 9JH","GU22 ","WOKING","WOKING","SURREY"
1807,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1808,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1809,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1810,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1811,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1812,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1813,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1814,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1815,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1816,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1817,75.6,"GU22 9JN","GU22 ","WOKING","WOKING","SURREY"
1818,56.2,"GU22 9JR","GU22 ","WOKING","WOKING","SURREY"
1819,56.2,"GU22 9JR","GU22 ","WOKING","WOKING","SURREY"
1820,56.2,"GU22 9JR","GU22 ","WOKING","WOKING","SURREY"
1821,56.2,"GU22 9JR","GU22 ","WOKING","WOKING","SURREY"
1822,56.2,"GU22 9JR","GU22 ","WOKING","WOKING","SURREY"
1823,56.2,"GU22 9JR","GU22 ","WOKING","WOKING","SURREY"
1824,73,"GU22 9JW","GU22 ","WOKING","WOKING","SURREY"
1825,73,"GU22 9JW","GU22 ","WOKING","WOKING","SURREY"
1826,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1827,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1828,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1829,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1830,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1831,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1832,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1833,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1834,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1835,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1836,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1837,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1838,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1839,40.5,"GU22 9LP","GU22 ","WOKING","WOKING","SURREY"
1840,33,"GU22 9LT","GU22 ","WOKING","WOKING","SURREY"
1841,19.9,"GU23 6AA","GU23 ","WOKING","GUILDFORD","SURREY"
1842,37.4,"GU23 6AB","GU23 ","WOKING","GUILDFORD","SURREY"
1843,37.4,"GU23 6AB","GU23 ","WOKING","GUILDFORD","SURREY"
1844,43.5,"GU23 6AD","GU23 ","WOKING","GUILDFORD","SURREY"
1845,43.5,"GU23 6AD","GU23 ","WOKING","GUILDFORD","SURREY"
1846,43.5,"GU23 6AD","GU23 ","WOKING","GUILDFORD","SURREY"
1847,39.4,"GU23 6AE","GU23 ","WOKING","GUILDFORD","SURREY"
1848,41.5,"GU23 6AF","GU23 ","WOKING","GUILDFORD","SURREY"
1849,41.5,"GU23 6AF","GU23 ","WOKING","GUILDFORD","SURREY"
1850,41.5,"GU23 6AF","GU23 ","WOKING","GUILDFORD","SURREY"
1851,37,"GU23 6AR","GU23 ","WOKING","GUILDFORD","SURREY"
1852,36.6,"GU23 6BQ","GU23 ","WOKING","GUILDFORD","SURREY"
1853,36.6,"GU23 6BQ","GU23 ","WOKING","GUILDFORD","SURREY"
1854,36.6,"GU23 6BQ","GU23 ","WOKING","GUILDFORD","SURREY"
1855,36.6,"GU23 6BQ","GU23 ","WOKING","GUILDFORD","SURREY"
1856,36.6,"GU23 6BQ","GU23 ","WOKING","GUILDFORD","SURREY"
1857,37.9,"GU23 6BS","GU23 ","WOKING","GUILDFORD","SURREY"
1858,37.9,"GU23 6BS","GU23 ","WOKING","GUILDFORD","SURREY"
1859,37.9,"GU23 6BS","GU23 ","WOKING","GUILDFORD","SURREY"
1860,37.9,"GU23 6BS","GU23 ","WOKING","GUILDFORD","SURREY"
1861,37.9,"GU23 6BS","GU23 ","WOKING","GUILDFORD","SURREY"
1862,37.9,"GU23 6BS","GU23 ","WOKING","GUILDFORD","SURREY"
1863,37.9,"GU23 6BS","GU23 ","WOKING","GUILDFORD","SURREY"
1864,37.4,"GU23 6BZ","GU23 ","WOKING","GUILDFORD","SURREY"
1865,38.8,"GU23 6DD","GU23 ","WOKING","GUILDFORD","SURREY"
1866,38.8,"GU23 6DD","GU23 ","WOKING","GUILDFORD","SURREY"
1867,16.6,"GU23 6EU","GU23 ","WOKING","GUILDFORD","SURREY"
1868,38.9,"GU23 6ND","GU23 ","WOKING","GUILDFORD","SURREY"
1869,16.1,"GU23 6NP","GU23 ","WOKING","GUILDFORD","SURREY"
1870,16.1,"GU23 6NP","GU23 ","WOKING","GUILDFORD","SURREY"
1871,21.8,"GU23 7AS","GU23 ","WOKING","GUILDFORD","SURREY"
1872,26.3,"GU23 7DJ","GU23 ","WOKING","GUILDFORD","SURREY"
1873,26.3,"GU23 7DJ","GU23 ","WOKING","GUILDFORD","SURREY"
1874,26.3,"GU23 7DJ","GU23 ","WOKING","GUILDFORD","SURREY"
1875,26.3,"GU23 7DJ","GU23 ","WOKING","GUILDFORD","SURREY"
1876,26.3,"GU23 7DJ","GU23 ","WOKING","GUILDFORD","SURREY"
1877,44.2,"GU23 7HN","GU23 ","WOKING","GUILDFORD","SURREY"
1878,44.2,"GU23 7HN","GU23 ","WOKING","GUILDFORD","SURREY"
1879,28.3,"GU23 7JR","GU23 ","WOKING","GUILDFORD","SURREY"
1880,46.3,"GU23 7LA","GU23 ","WOKING","GUILDFORD","SURREY"
1881,46.3,"GU23 7LA","GU23 ","WOKING","GUILDFORD","SURREY"
1882,46.3,"GU23 7LA","GU23 ","WOKING","GUILDFORD","SURREY"
1883,46.3,"GU23 7LA","GU23 ","WOKING","GUILDFORD","SURREY"
1884,46.3,"GU23 7LA","GU23 ","WOKING","GUILDFORD","SURREY"
1885,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1886,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1887,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1888,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1889,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1890,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1891,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1892,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1893,62.7,"GU24 0AS","GU24 ","WOKING","WOKING","SURREY"
1894,26.4,"GU24 0BN","GU24 ","WOKING","GUILDFORD","SURREY"
1895,7.3,"GU24 0DN","GU24 ","WOKING","GUILDFORD","SURREY"
1896,6.1,"GU24 0DQ","GU24 ","WOKING","GUILDFORD","SURREY"
1897,6.1,"GU24 0DQ","GU24 ","WOKING","GUILDFORD","SURREY"
1898,6.1,"GU24 0DQ","GU24 ","WOKING","GUILDFORD","SURREY"
1899,6.1,"GU24 0DQ","GU24 ","WOKING","GUILDFORD","SURREY"
1900,36.8,"GU24 0JB","GU24 ","WOKING","GUILDFORD","SURREY"
1901,33,"GU24 0JN","GU24 ","WOKING","GUILDFORD","SURREY"
1902,40.4,"GU24 0LP","GU24 ","WOKING","GUILDFORD","SURREY"
1903,38.9,"GU24 0LW","GU24 ","WOKING","GUILDFORD","SURREY"
1904,23.3,"GU24 0QE","GU24 ","WOKING","GUILDFORD","SURREY"
1905,23.3,"GU24 0QE","GU24 ","WOKING","GUILDFORD","SURREY"
1906,20.8,"GU24 0QF","GU24 ","WOKING","GUILDFORD","SURREY"
1907,20.8,"GU24 0QF","GU24 ","WOKING","GUILDFORD","SURREY"
1908,29.2,"GU24 0QG","GU24 ","WOKING","GUILDFORD","SURREY"
1909,29.2,"GU24 0QG","GU24 ","WOKING","GUILDFORD","SURREY"
1910,21.1,"GU24 8AS","GU24 ","WOKING","WOKING","SURREY"
1911,41.4,"GU24 8DQ","GU24 ","WOKING","SURREY HEATH","SURREY"
1912,56.5,"GU24 8DY","GU24 ","WOKING","SURREY HEATH","SURREY"
1913,56.5,"GU24 8DY","GU24 ","WOKING","SURREY HEATH","SURREY"
1914,43.6,"GU24 8EE","GU24 ","WOKING","SURREY HEATH","SURREY"
1915,36.2,"GU24 8LD","GU24 ","WOKING","SURREY HEATH","SURREY"
1916,36.2,"GU24 8LD","GU24 ","WOKING","SURREY HEATH","SURREY"
1917,36.2,"GU24 8LD","GU24 ","WOKING","SURREY HEATH","SURREY"
1918,36.2,"GU24 8LD","GU24 ","WOKING","SURREY HEATH","SURREY"
1919,36.2,"GU24 8LD","GU24 ","WOKING","SURREY HEATH","SURREY"
1920,36.2,"GU24 8LD","GU24 ","WOKING","SURREY HEATH","SURREY"
1921,36.2,"GU24 8LD","GU24 ","WOKING","SURREY HEATH","SURREY"
1922,41.9,"GU24 8LX","GU24 ","WOKING","SURREY HEATH","SURREY"
1923,53.5,"GU24 8NB","GU24 ","WOKING","SURREY HEATH","SURREY"
1924,53.5,"GU24 8NB","GU24 ","WOKING","SURREY HEATH","SURREY"
1925,79,"GU24 8NG","GU24 ","WOKING","SURREY HEATH","SURREY"
1926,2.6,"GU24 8TF","GU24 ","WOKING","SURREY HEATH","SURREY"
1927,22.2,"GU24 9AQ","GU24 ","WOKING","SURREY HEATH","SURREY"
1928,75.6,"GU24 9DA","GU24 ","WOKING","SURREY HEATH","SURREY"
1929,75.6,"GU24 9DA","GU24 ","WOKING","SURREY HEATH","SURREY"
1930,60.2,"GU24 9EA","GU24 ","WOKING","SURREY HEATH","SURREY"
1931,85.3,"GU24 9EB","GU24 ","WOKING","SURREY HEATH","SURREY"
1932,59.8,"GU24 9LS","GU24 ","WOKING","SURREY HEATH","SURREY"
1933,59.8,"GU24 9LS","GU24 ","WOKING","SURREY HEATH","SURREY"
1934,59.8,"GU24 9LS","GU24 ","WOKING","SURREY HEATH","SURREY"
1935,63.1,"GU24 9NN","GU24 ","WOKING","SURREY HEATH","SURREY"
1936,11,"GU24 9QR","GU24 ","WOKING","SURREY HEATH","SURREY"
1937,11,"GU24 9QR","GU24 ","WOKING","SURREY HEATH","SURREY"
1938,11,"GU24 9QR","GU24 ","WOKING","SURREY HEATH","SURREY"
1939,11,"GU24 9QR","GU24 ","WOKING","SURREY HEATH","SURREY"
1940,26.4,"GU24 9SJ","GU24 ","WOKING","SURREY HEATH","SURREY"
1941,46.3,"GU26 6BT","GU26 ","HINDHEAD","WAVERLEY","SURREY"
1942,51.8,"GU27 1NU","GU27 ","HASLEMERE","WAVERLEY","SURREY"
1943,51.8,"GU27 1NU","GU27 ","HASLEMERE","WAVERLEY","SURREY"
1944,27.8,"GU27 2DE","GU27 ","HASLEMERE","WAVERLEY","SURREY"
1945,10.1,"GU27 2DJ","GU27 ","HASLEMERE","WAVERLEY","SURREY"
1946,10.1,"GU27 2DJ","GU27 ","HASLEMERE","WAVERLEY","SURREY"
