"S_No","Average download speed (Mbit/s)","Postcode","Short Postcode","Town/City","District","County"
3068,13.3,"ME13 0SG","ME13 ","FAVERSHAM","SWALE","KENT"
3069,13.3,"ME13 0SG","ME13 ","FAVERSHAM","SWALE","KENT"
3070,15.1,"ME13 0SY","ME13 ","FAVERSHAM","SWALE","KENT"
3071,15.1,"ME13 0SY","ME13 ","FAVERSHAM","SWALE","KENT"
3072,39.7,"ME13 9AY","ME13 ","FAVERSHAM","SWALE","KENT"
3073,29.6,"ME13 9BF","ME13 ","FAVERSHAM","SWALE","KENT"
3074,17,"ME13 9JL","ME13 ","FAVERSHAM","SWALE","KENT"
3075,23.4,"ME13 9LF","ME13 ","FAVERSHAM","SWALE","KENT"
3076,23.4,"ME13 9LF","ME13 ","FAVERSHAM","SWALE","KENT"
3077,8.4,"ME13 9NB","ME13 ","FAVERSHAM","SWALE","KENT"
3078,4.2,"ME13 9NQ","ME13 ","FAVERSHAM","SWALE","KENT"
3079,25.4,"ME13 9NZ","ME13 ","FAVERSHAM","SWALE","KENT"
3080,26,"ME13 9QS","ME13 ","FAVERSHAM","SWALE","KENT"
3081,26,"ME13 9QS","ME13 ","FAVERSHAM","SWALE","KENT"
3082,54,"ME13 9RD","ME13 ","FAVERSHAM","SWALE","KENT"
3083,32.5,"ME13 9RE","ME13 ","FAVERSHAM","SWALE","KENT"
3084,5.2,"ME13 9RS","ME13 ","FAVERSHAM","SWALE","KENT"
3085,19.9,"ME13 9RY","ME13 ","FAVERSHAM","SWALE","KENT"
3086,19.9,"ME13 9RY","ME13 ","FAVERSHAM","SWALE","KENT"
3087,19.9,"ME13 9RY","ME13 ","FAVERSHAM","SWALE","KENT"
3088,19.9,"ME13 9RY","ME13 ","FAVERSHAM","SWALE","KENT"
3089,29.9,"ME13 9SE","ME13 ","FAVERSHAM","SWALE","KENT"
3090,34.9,"ME13 9SH","ME13 ","FAVERSHAM","SWALE","KENT"
3091,34.9,"ME13 9SH","ME13 ","FAVERSHAM","SWALE","KENT"
3092,17.2,"ME13 9TY","ME13 ","FAVERSHAM","SWALE","KENT"
3093,72,"ME1 3FH","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3094,6.5,"ME1 3TR","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3095,27.3,"ME1 3UZ","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3096,29.5,"ME1 3XS","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3097,29.5,"ME1 3XS","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3098,29.5,"ME1 3XS","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3099,29.5,"ME1 3XS","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3100,29.5,"ME1 3XS","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3101,29.5,"ME1 3XS","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3102,21.8,"ME1 3XY","ME1 3","ROCHESTER","TONBRIDGE AND MALLING","KENT"
3103,64.2,"ME14 1TY","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3104,73.2,"ME14 2BH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3105,41.6,"ME14 2DZ","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3106,24.1,"ME14 2HJ","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3107,24.1,"ME14 2HJ","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3108,24.1,"ME14 2HJ","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3109,24.1,"ME14 2HJ","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3110,77.1,"ME14 2HR","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3111,78.8,"ME14 2JH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3112,78.8,"ME14 2JH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3113,78.8,"ME14 2JH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3114,78.8,"ME14 2JH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3115,78.8,"ME14 2JH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3116,47.8,"ME14 3AD","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3117,47.8,"ME14 3AD","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3118,47.8,"ME14 3AD","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3119,47.8,"ME14 3AD","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3120,47.8,"ME14 3AD","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3121,73.6,"ME14 3AH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3122,19,"ME14 3BU","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3123,17,"ME14 3BY","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3124,19.4,"ME14 3DB","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3125,14.3,"ME14 3DX","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3126,13.2,"ME14 3HH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3127,52.5,"ME14 3JT","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3128,52.5,"ME14 3JT","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3129,52.5,"ME14 3JT","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3130,19,"ME14 4AA","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3131,19,"ME14 4AA","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3132,16,"ME14 4AE","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3133,16,"ME14 4AE","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3134,13,"ME14 4AG","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3135,13,"ME14 4AG","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3136,13,"ME14 4AG","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3137,13,"ME14 4AG","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3138,13,"ME14 4AG","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3139,45.4,"ME14 4EA","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3140,45.4,"ME14 4EA","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3141,52.7,"ME14 4EF","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3142,49.6,"ME14 4EW","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3143,49.6,"ME14 4EW","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3144,49.6,"ME14 4EW","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3145,47.5,"ME14 4FB","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3146,47.5,"ME14 4FB","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3147,43.1,"ME14 4HP","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3148,43.1,"ME14 4HP","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3149,40.4,"ME14 4LG","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3150,39.3,"ME14 4NN","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3151,26.8,"ME14 4RE","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3152,26.8,"ME14 4RE","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3153,26.8,"ME14 4RE","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3154,32.7,"ME14 5LE","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3155,7.6,"ME14 5LH","ME14 ","MAIDSTONE","MAIDSTONE","KENT"
3156,39,"ME15 0BU","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3157,39,"ME15 0BU","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3158,37.1,"ME15 0EQ","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3159,37.1,"ME15 0EQ","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3160,27.8,"ME15 0ET","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3161,27.8,"ME15 0ET","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3162,12,"ME15 0HE","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3163,8.5,"ME15 0HL","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3164,8.5,"ME15 0HL","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3165,6,"ME15 0HN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3166,12.1,"ME15 0JD","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3167,12.1,"ME15 0JD","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3168,12.1,"ME15 0JD","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3169,25.7,"ME15 0JG","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3170,12.1,"ME15 0JH","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3171,12.1,"ME15 0JH","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3172,31.2,"ME15 0JL","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3173,11.8,"ME15 0JN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3174,11.8,"ME15 0JN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3175,11.8,"ME15 0JN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3176,26.1,"ME15 0JZ","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3177,40,"ME15 0LN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3178,23.2,"ME15 0LR","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3179,23.2,"ME15 0LR","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3180,23.2,"ME15 0LR","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3181,20.6,"ME15 0LS","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3182,16.5,"ME15 0NF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3183,14.5,"ME15 0NU","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3184,13.2,"ME15 0PH","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3185,4.4,"ME15 0PJ","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3186,11.2,"ME15 0QF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3187,11.2,"ME15 0QF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3188,5.3,"ME15 0QN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3189,5.3,"ME15 0QN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3190,13.2,"ME15 0QY","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3191,16.2,"ME15 0RJ","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3192,18.8,"ME15 6BF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3193,18.8,"ME15 6BF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3194,18.8,"ME15 6BF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3195,18.8,"ME15 6BF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3196,18.8,"ME15 6BF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3197,18.8,"ME15 6BF","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3198,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3199,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3200,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3201,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3202,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3203,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3204,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3205,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3206,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3207,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3208,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3209,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3210,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3211,33.1,"ME15 6BP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3212,34.5,"ME15 6FP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3213,34.5,"ME15 6FP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3214,34.5,"ME15 6FP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3215,34.5,"ME15 6FP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3216,34.5,"ME15 6FP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3217,34.5,"ME15 6FP","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3218,31.1,"ME15 8FW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3219,31.1,"ME15 8FW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3220,31.1,"ME15 8FW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3221,31.1,"ME15 8FW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3222,31.1,"ME15 8FW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3223,31.1,"ME15 8FW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3224,31.1,"ME15 8FW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3225,15.7,"ME15 8RE","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3226,15.7,"ME15 8RE","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3227,16.3,"ME15 8RG","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3228,16.3,"ME15 8RG","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3229,16.3,"ME15 8RG","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3230,13.5,"ME15 8RN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3231,13.5,"ME15 8RN","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3232,23.6,"ME15 8XW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3233,23.6,"ME15 8XW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3234,23.6,"ME15 8XW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3235,23.6,"ME15 8XW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3236,23.6,"ME15 8XW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3237,23.6,"ME15 8XW","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3238,37.6,"ME15 9RG","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3239,37.6,"ME15 9RG","ME15 ","MAIDSTONE","MAIDSTONE","KENT"
3240,14.5,"ME16 0FZ","ME16 ","MAIDSTONE","MAIDSTONE","KENT"
3241,78.6,"ME16 9EY","ME16 ","MAIDSTONE","MAIDSTONE","KENT"
3242,78.6,"ME16 9EY","ME16 ","MAIDSTONE","MAIDSTONE","KENT"
3243,18.3,"ME16 9NB","ME16 ","MAIDSTONE","MAIDSTONE","KENT"
3244,18.3,"ME16 9NB","ME16 ","MAIDSTONE","MAIDSTONE","KENT"
3245,18.3,"ME16 9NB","ME16 ","MAIDSTONE","MAIDSTONE","KENT"
3246,25.6,"ME17 1BX","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3247,58.9,"ME17 1DU","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3248,58.9,"ME17 1DU","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3249,58.9,"ME17 1DU","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3250,58.9,"ME17 1DU","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3251,13.4,"ME17 1EF","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3252,13.4,"ME17 1EF","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3253,13.4,"ME17 1EF","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3254,1.5,"ME17 1EJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3255,1.5,"ME17 1EJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3256,4.6,"ME17 1EX","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3257,56.4,"ME17 1GE","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3258,56.4,"ME17 1GE","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3259,2.3,"ME17 1HD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3260,29.1,"ME17 1JA","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3261,29.1,"ME17 1JA","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3262,13.4,"ME17 1NP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3263,13.4,"ME17 1NP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3264,13.4,"ME17 1NP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3265,13.4,"ME17 1NP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3266,13.4,"ME17 1NP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3267,13.4,"ME17 1NP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3268,12.6,"ME17 1NR","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3269,18.2,"ME17 1QG","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3270,29.6,"ME17 1RS","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3271,19.3,"ME17 1RT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3272,46.9,"ME17 1RU","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3273,32.8,"ME17 1SE","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3274,31.3,"ME17 1SG","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3275,31.3,"ME17 1SG","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3276,36.2,"ME17 1TF","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3277,33.4,"ME17 1TQ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3278,33.4,"ME17 1TQ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3279,37.4,"ME17 1UJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3280,37.4,"ME17 1UJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3281,9.7,"ME17 1XH","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3282,5.1,"ME17 2BD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3283,5.1,"ME17 2BD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3284,30.3,"ME17 2BW","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3285,30.3,"ME17 2BW","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3286,30.3,"ME17 2BW","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3287,30.3,"ME17 2BW","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3288,5.8,"ME17 2DS","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3289,3.1,"ME17 2DT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3290,2.6,"ME17 2ED","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3291,35,"ME17 2JL","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3292,35,"ME17 2JL","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3293,41.8,"ME17 2JN","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3294,25.7,"ME17 2NJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3295,32,"ME17 2NN","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3296,32.9,"ME17 2PZ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3297,32.9,"ME17 2PZ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3298,32.9,"ME17 2PZ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3299,32.9,"ME17 2PZ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3300,36.3,"ME17 2QJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3301,36.3,"ME17 2QJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3302,36.3,"ME17 2QJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3303,51.8,"ME17 3AJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3304,51.8,"ME17 3AJ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3305,41,"ME17 3BD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3306,41,"ME17 3BD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3307,41,"ME17 3BD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3308,41,"ME17 3BD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3309,42,"ME17 3BS","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3310,37.2,"ME17 3BY","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3311,10.1,"ME17 3EL","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3312,16.1,"ME17 3EW","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3313,16.1,"ME17 3EW","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3314,16.1,"ME17 3EW","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3315,18.4,"ME17 3HT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3316,18.4,"ME17 3HT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3317,47.8,"ME17 3JA","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3318,30.3,"ME17 3LR","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3319,30.3,"ME17 3LR","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3320,31.6,"ME17 3LZ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3321,42.5,"ME17 3ND","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3322,42.5,"ME17 3ND","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3323,42.5,"ME17 3ND","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3324,48.1,"ME17 3NN","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3325,48.1,"ME17 3NN","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3326,48.1,"ME17 3NN","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3327,48.1,"ME17 3NN","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3328,18.3,"ME17 3NQ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3329,27.4,"ME17 3RG","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3330,27.4,"ME17 3RG","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3331,34,"ME17 3RQ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3332,34,"ME17 3RQ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3333,25.8,"ME17 3RX","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3334,16.9,"ME17 3RZ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3335,16.9,"ME17 3RZ","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3336,40.5,"ME17 4AL","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3337,5.5,"ME17 4BA","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3338,13.4,"ME17 4BP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3339,13.4,"ME17 4BP","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3340,34.1,"ME17 4DF","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3341,47.5,"ME17 4HT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3342,30.3,"ME17 4JU","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3343,52.6,"ME17 4LD","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3344,33.7,"ME17 4LT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3345,25.7,"ME17 4LY","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3346,31.2,"ME17 4NH","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3347,31.2,"ME17 4NH","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3348,31.2,"ME17 4NH","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3349,30.4,"ME17 4NT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3350,30.4,"ME17 4NT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3351,30.4,"ME17 4NT","ME17 ","MAIDSTONE","MAIDSTONE","KENT"
3352,42.2,"ME18 5AQ","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3353,22,"ME18 5BF","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3354,22,"ME18 5BF","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3355,22,"ME18 5BF","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3356,22,"ME18 5BF","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3357,22,"ME18 5BF","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3358,33.3,"ME18 5BT","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3359,30.2,"ME18 5DD","ME18 ","MAIDSTONE","TONBRIDGE AND MALLING","KENT"
3360,28,"ME18 5EJ","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3361,28,"ME18 5EJ","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3362,28,"ME18 5EJ","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3363,40.1,"ME18 5ER","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3364,40.1,"ME18 5ER","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3365,40.1,"ME18 5ER","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3366,40.1,"ME18 5ER","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3367,40.1,"ME18 5ER","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3368,14,"ME18 5GA","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3369,11.6,"ME18 5HB","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3370,18.9,"ME18 5HT","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3371,18.9,"ME18 5HT","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3372,7.2,"ME18 5JN","ME18 ","MAIDSTONE","TONBRIDGE AND MALLING","KENT"
3373,43.9,"ME18 5NU","ME18 ","MAIDSTONE","TONBRIDGE AND MALLING","KENT"
3374,43.9,"ME18 5NU","ME18 ","MAIDSTONE","TONBRIDGE AND MALLING","KENT"
3375,45.3,"ME18 5NY","ME18 ","MAIDSTONE","TONBRIDGE AND MALLING","KENT"
3376,6.2,"ME18 6AH","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3377,4.8,"ME18 6BJ","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
3378,11.4,"ME18 6BZ","ME18 ","MAIDSTONE","MAIDSTONE","KENT"
